=== [exp-08] training start Sat Sep  5 04:38:32 UTC 2026 ===
dataset: 32165 rows, 0 truncated
loading model...
frozen params: 419.8M
save-contract precheck: {'input_hash': '0e9a34cbe094d08a82df63f7ee539a5dc1a0cd63364615a07c2162375929a340', 'migration': {}, 'normalization': {}, 'status': 'valid', 'effective_hash': '0e9a34cbe094d08a82df63f7ee539a5dc1a0cd63364615a07c2162375929a340', 'serializer_hash': '0e9a34cbe094d08a82df63f7ee539a5dc1a0cd63364615a07c2162375929a340', 'policy': 'inactive_sampling_v1', 'library': {'transformers': '4.57.3', 'source_sha256': {'generation/configuration_utils.py': 'd83f2281f939402be1633a29f3c760e29f5d2f284258d8ed99693b873744074b', 'configuration_utils.py': '08a3889c1b8a73d340a37c93f72346ee0e385e339b7a72a03b5c026d4943baf7', 'modeling_utils.py': 'bf1c6b2a43cf7c36fb79f37c981424dd6ae78eb863fcaa5d2a37e76c9828611d', 'trainer.py': 'c3eac8fa28bda6330fd4dee131e7fe7d9bdc0fa35d9de944fce52cb97b379bab'}}, 'coverage': 'configuration_only_at_check_time'}
{'loss': 0.9483, 'grad_norm': 19.375, 'learning_rate': 1.5702479338842977e-06, 'epoch': 0.01}
{'loss': 0.3745, 'grad_norm': 6.4375, 'learning_rate': 9.948715746007729e-06, 'epoch': 0.15}
{'loss': 0.3697, 'grad_norm': 6.34375, 'learning_rate': 9.936569542925989e-06, 'epoch': 0.16}
{'loss': 0.3456, 'grad_norm': 6.0625, 'learning_rate': 9.923142709740136e-06, 'epoch': 0.17}
{'loss': 0.3753, 'grad_norm': 5.78125, 'learning_rate': 9.908438729599075e-06, 'epoch': 0.18}
{'loss': 0.3563, 'grad_norm': 6.125, 'learning_rate': 9.892461416965349e-06, 'epoch': 0.19}
{'loss': 0.3632, 'grad_norm': 5.21875, 'learning_rate': 9.875214916625606e-06, 'epoch': 0.2}
{'loss': 0.3315, 'grad_norm': 6.21875, 'learning_rate': 9.856703702615378e-06, 'epoch': 0.21}
{'loss': 0.3448, 'grad_norm': 7.28125, 'learning_rate': 9.83693257705843e-06, 'epoch': 0.22}
{'loss': 0.3372, 'grad_norm': 5.125, 'learning_rate': 9.815906668921014e-06, 'epoch': 0.23}
{'loss': 0.3571, 'grad_norm': 6.53125, 'learning_rate': 9.793631432681321e-06, 'epoch': 0.24}
{'loss': 0.3388, 'grad_norm': 5.625, 'learning_rate': 9.770112646914508e-06, 'epoch': 0.25}
{'loss': 0.3482, 'grad_norm': 5.84375, 'learning_rate': 9.745356412793626e-06, 'epoch': 0.26}
{'loss': 0.3219, 'grad_norm': 6.59375, 'learning_rate': 9.719369152506877e-06, 'epoch': 0.27}
{'loss': 0.3311, 'grad_norm': 6.375, 'learning_rate': 9.692157607591591e-06, 'epoch': 0.28}
{'loss': 0.3477, 'grad_norm': 6.40625, 'learning_rate': 9.66372883718535e-06, 'epoch': 0.29}
{'loss': 0.3562, 'grad_norm': 6.21875, 'learning_rate': 9.634090216194734e-06, 'epoch': 0.3}
{'loss': 0.3697, 'grad_norm': 6.3125, 'learning_rate': 9.603249433382145e-06, 'epoch': 0.31}
{'loss': 0.3228, 'grad_norm': 5.6875, 'learning_rate': 9.571214489371204e-06, 'epoch': 0.32}
{'loss': 0.3357, 'grad_norm': 6.09375, 'learning_rate': 9.537993694571262e-06, 'epoch': 0.33}
{'loss': 0.3058, 'grad_norm': 5.40625, 'learning_rate': 9.503595667021534e-06, 'epoch': 0.34}
{'loss': 0.3474, 'grad_norm': 6.40625, 'learning_rate': 9.468029330155429e-06, 'epoch': 0.35}
{'loss': 0.3315, 'grad_norm': 5.9375, 'learning_rate': 9.431303910485672e-06, 'epoch': 0.36}
{'loss': 0.3453, 'grad_norm': 6.1875, 'learning_rate': 9.393428935210772e-06, 'epoch': 0.37}
{'loss': 0.3409, 'grad_norm': 5.9375, 'learning_rate': 9.354414229743524e-06, 'epoch': 0.38}
{'loss': 0.3339, 'grad_norm': 7.65625, 'learning_rate': 9.314269915162115e-06, 'epoch': 0.39}
{'loss': 0.3298, 'grad_norm': 5.9375, 'learning_rate': 9.27300640558455e-06, 'epoch': 0.4}
{'loss': 0.3252, 'grad_norm': 4.875, 'learning_rate': 9.230634405467051e-06, 'epoch': 0.41}
{'loss': 0.3289, 'grad_norm': 4.875, 'learning_rate': 9.187164906827145e-06, 'epoch': 0.42}
{'loss': 0.321, 'grad_norm': 5.6875, 'learning_rate': 9.142609186392137e-06, 'epoch': 0.43}
{'loss': 0.3207, 'grad_norm': 7.625, 'learning_rate': 9.096978802673743e-06, 'epoch': 0.44}
{'loss': 0.3094, 'grad_norm': 5.875, 'learning_rate': 9.050285592969614e-06, 'epoch': 0.45}
{'loss': 0.3124, 'grad_norm': 6.15625, 'learning_rate': 9.002541670292538e-06, 'epoch': 0.46}
{'loss': 0.3248, 'grad_norm': 5.40625, 'learning_rate': 8.953759420228119e-06, 'epoch': 0.47}
{'loss': 0.3209, 'grad_norm': 5.875, 'learning_rate': 8.90395149772175e-06, 'epoch': 0.48}
{'loss': 0.3376, 'grad_norm': 8.0, 'learning_rate': 8.853130823795696e-06, 'epoch': 0.49}
{'loss': 0.3283, 'grad_norm': 6.40625, 'learning_rate': 8.801310582197167e-06, 'epoch': 0.5}
{'loss': 0.326, 'grad_norm': 6.46875, 'learning_rate': 8.748504215978228e-06, 'epoch': 0.51}
{'loss': 0.3364, 'grad_norm': 6.09375, 'learning_rate': 8.694725424008447e-06, 'epoch': 0.52}
{'loss': 0.2953, 'grad_norm': 6.1875, 'learning_rate': 8.639988157421166e-06, 'epoch': 0.53}
{'loss': 0.3266, 'grad_norm': 4.90625, 'learning_rate': 8.584306615994352e-06, 'epoch': 0.54}
{'loss': 0.3365, 'grad_norm': 5.625, 'learning_rate': 8.527695244466918e-06, 'epoch': 0.55}
{'loss': 0.322, 'grad_norm': 7.59375, 'learning_rate': 8.470168728791525e-06, 'epoch': 0.56}
{'loss': 0.3107, 'grad_norm': 5.03125, 'learning_rate': 8.411741992324795e-06, 'epoch': 0.57}
{'loss': 0.3198, 'grad_norm': 5.53125, 'learning_rate': 8.352430191955926e-06, 'epoch': 0.58}
{'loss': 0.3179, 'grad_norm': 6.59375, 'learning_rate': 8.292248714174755e-06, 'epoch': 0.59}
{'loss': 0.2985, 'grad_norm': 7.0625, 'learning_rate': 8.231213171080224e-06, 'epoch': 0.6}
{'loss': 0.3091, 'grad_norm': 4.875, 'learning_rate': 8.16933939633035e-06, 'epoch': 0.61}
{'loss': 0.299, 'grad_norm': 5.40625, 'learning_rate': 8.106643441034694e-06, 'epoch': 0.62}
{'loss': 0.3194, 'grad_norm': 5.34375, 'learning_rate': 8.043141569590441e-06, 'epoch': 0.63}
{'loss': 0.3301, 'grad_norm': 6.59375, 'learning_rate': 7.978850255463125e-06, 'epoch': 0.64}
{'loss': 0.3099, 'grad_norm': 5.6875, 'learning_rate': 7.913786176913143e-06, 'epoch': 0.65}
{'loss': 0.3097, 'grad_norm': 5.875, 'learning_rate': 7.847966212669126e-06, 'epoch': 0.66}
{'loss': 0.3165, 'grad_norm': 6.28125, 'learning_rate': 7.781407437549315e-06, 'epoch': 0.67}
{'loss': 0.3048, 'grad_norm': 5.46875, 'learning_rate': 7.714127118032054e-06, 'epoch': 0.68}
{'loss': 0.3078, 'grad_norm': 5.96875, 'learning_rate': 7.646142707776576e-06, 'epoch': 0.69}
{'loss': 0.3219, 'grad_norm': 5.15625, 'learning_rate': 7.577471843095228e-06, 'epoch': 0.7}
{'loss': 0.3342, 'grad_norm': 5.9375, 'learning_rate': 7.5081323383783115e-06, 'epoch': 0.71}
{'loss': 0.3137, 'grad_norm': 5.09375, 'learning_rate': 7.438142181472726e-06, 'epoch': 0.72}
{'loss': 0.3424, 'grad_norm': 5.84375, 'learning_rate': 7.367519529015614e-06, 'epoch': 0.73}
{'loss': 0.3196, 'grad_norm': 5.6875, 'learning_rate': 7.296282701724226e-06, 'epoch': 0.74}
{'loss': 0.3265, 'grad_norm': 6.96875, 'learning_rate': 7.2244501796432045e-06, 'epoch': 0.75}
{'loss': 0.2913, 'grad_norm': 5.5625, 'learning_rate': 7.152040597350556e-06, 'epoch': 0.76}
{'loss': 0.3164, 'grad_norm': 5.21875, 'learning_rate': 7.079072739123523e-06, 'epoch': 0.77}
{'loss': 0.3149, 'grad_norm': 8.0625, 'learning_rate': 7.005565534065617e-06, 'epoch': 0.78}
{'loss': 0.3172, 'grad_norm': 5.21875, 'learning_rate': 6.931538051196094e-06, 'epoch': 0.79}
{'loss': 0.3162, 'grad_norm': 5.65625, 'learning_rate': 6.85700949450312e-06, 'epoch': 0.8}
{'loss': 0.2915, 'grad_norm': 4.65625, 'learning_rate': 6.7819991979619406e-06, 'epoch': 0.81}
{'loss': 0.3137, 'grad_norm': 5.78125, 'learning_rate': 6.7065266205193e-06, 'epoch': 0.82}
{'loss': 0.3281, 'grad_norm': 6.25, 'learning_rate': 6.630611341045482e-06, 'epoch': 0.83}
{'loss': 0.3058, 'grad_norm': 5.125, 'learning_rate': 6.554273053255202e-06, 'epoch': 0.84}
{'loss': 0.3074, 'grad_norm': 6.28125, 'learning_rate': 6.477531560598731e-06, 'epoch': 0.85}
{'loss': 0.3094, 'grad_norm': 4.71875, 'learning_rate': 6.4004067711245366e-06, 'epoch': 0.86}
{'loss': 0.3047, 'grad_norm': 5.65625, 'learning_rate': 6.322918692314799e-06, 'epoch': 0.87}
{'loss': 0.3197, 'grad_norm': 5.5, 'learning_rate': 6.245087425895134e-06, 'epoch': 0.88}
{'loss': 0.3132, 'grad_norm': 4.78125, 'learning_rate': 6.166933162619864e-06, 'epoch': 0.89}
{'loss': 0.3008, 'grad_norm': 4.84375, 'learning_rate': 6.0884761770341825e-06, 'epoch': 0.9}
{'loss': 0.2907, 'grad_norm': 5.875, 'learning_rate': 6.0097368222146045e-06, 'epoch': 0.91}
{'loss': 0.3094, 'grad_norm': 7.53125, 'learning_rate': 5.930735524489023e-06, 'epoch': 0.92}
{'loss': 0.3082, 'grad_norm': 5.625, 'learning_rate': 5.851492778137777e-06, 'epoch': 0.93}
{'loss': 0.3111, 'grad_norm': 5.53125, 'learning_rate': 5.772029140077094e-06, 'epoch': 0.94}
{'loss': 0.303, 'grad_norm': 5.6875, 'learning_rate': 5.692365224526251e-06, 'epoch': 0.95}
{'loss': 0.3126, 'grad_norm': 5.46875, 'learning_rate': 5.61252169765993e-06, 'epoch': 0.95}
{'loss': 0.322, 'grad_norm': 5.3125, 'learning_rate': 5.532519272247031e-06, 'epoch': 0.96}
{'loss': 0.3007, 'grad_norm': 5.71875, 'learning_rate': 5.4523787022774445e-06, 'epoch': 0.97}
{'loss': 0.3087, 'grad_norm': 6.28125, 'learning_rate': 5.372120777578113e-06, 'epoch': 0.98}
{'loss': 0.3229, 'grad_norm': 5.71875, 'learning_rate': 5.291766318419781e-06, 'epoch': 0.99}
{'loss': 0.2722, 'grad_norm': 5.28125, 'learning_rate': 5.211336170115883e-06, 'epoch': 1.0}
{'loss': 0.2426, 'grad_norm': 5.875, 'learning_rate': 5.130851197614901e-06, 'epoch': 1.01}
{'loss': 0.2548, 'grad_norm': 4.875, 'learning_rate': 5.0503322800876475e-06, 'epoch': 1.02}
{'loss': 0.2352, 'grad_norm': 4.75, 'learning_rate': 4.969800305510853e-06, 'epoch': 1.03}
{'loss': 0.259, 'grad_norm': 5.6875, 'learning_rate': 4.8892761652484676e-06, 'epoch': 1.04}
{'loss': 0.2467, 'grad_norm': 5.6875, 'learning_rate': 4.8087807486320844e-06, 'epoch': 1.05}
{'loss': 0.2436, 'grad_norm': 4.96875, 'learning_rate': 4.728334937541899e-06, 'epoch': 1.06}
{'loss': 0.2466, 'grad_norm': 6.9375, 'learning_rate': 4.647959600989588e-06, 'epoch': 1.07}
{'loss': 0.2599, 'grad_norm': 5.90625, 'learning_rate': 4.567675589704533e-06, 'epoch': 1.08}
{'loss': 0.2427, 'grad_norm': 5.71875, 'learning_rate': 4.4875037307247896e-06, 'epoch': 1.09}
{'loss': 0.2379, 'grad_norm': 6.15625, 'learning_rate': 4.407464821994194e-06, 'epoch': 1.1}
{'loss': 0.2429, 'grad_norm': 5.84375, 'learning_rate': 4.327579626967033e-06, 'epoch': 1.11}
{'loss': 0.2624, 'grad_norm': 5.46875, 'learning_rate': 4.247868869221641e-06, 'epoch': 1.12}
{'loss': 0.2386, 'grad_norm': 5.75, 'learning_rate': 4.1683532270843505e-06, 'epoch': 1.13}
{'loss': 0.2557, 'grad_norm': 5.8125, 'learning_rate': 4.089053328265194e-06, 'epoch': 1.14}
{'loss': 0.2261, 'grad_norm': 6.84375, 'learning_rate': 4.009989744506711e-06, 'epoch': 1.15}
{'loss': 0.2548, 'grad_norm': 6.25, 'learning_rate': 3.9311829862473e-06, 'epoch': 1.16}
{'loss': 0.2528, 'grad_norm': 6.03125, 'learning_rate': 3.852653497300457e-06, 'epoch': 1.17}
{'loss': 0.2362, 'grad_norm': 6.25, 'learning_rate': 3.774421649551294e-06, 'epoch': 1.18}
{'loss': 0.2454, 'grad_norm': 6.21875, 'learning_rate': 3.696507737671745e-06, 'epoch': 1.19}
{'loss': 0.2557, 'grad_norm': 5.40625, 'learning_rate': 3.618931973855765e-06, 'epoch': 1.2}
{'loss': 0.2414, 'grad_norm': 6.46875, 'learning_rate': 3.54171448257595e-06, 'epoch': 1.21}
{'loss': 0.2597, 'grad_norm': 5.34375, 'learning_rate': 3.4648752953629108e-06, 'epoch': 1.22}
{'loss': 0.2515, 'grad_norm': 6.4375, 'learning_rate': 3.388434345608743e-06, 'epoch': 1.23}
{'loss': 0.2452, 'grad_norm': 6.25, 'learning_rate': 3.3124114633959773e-06, 'epoch': 1.24}
{'loss': 0.2471, 'grad_norm': 6.96875, 'learning_rate': 3.23682637035331e-06, 'epoch': 1.25}
{'loss': 0.2517, 'grad_norm': 6.15625, 'learning_rate': 3.1616986745394785e-06, 'epoch': 1.26}
{'loss': 0.2392, 'grad_norm': 6.4375, 'learning_rate': 3.0870478653566065e-06, 'epoch': 1.27}
{'loss': 0.2485, 'grad_norm': 5.75, 'learning_rate': 3.012893308494306e-06, 'epoch': 1.28}
{'loss': 0.258, 'grad_norm': 5.65625, 'learning_rate': 2.9392542409059043e-06, 'epoch': 1.29}
{'loss': 0.2357, 'grad_norm': 6.5625, 'learning_rate': 2.866149765818036e-06, 'epoch': 1.3}
{'loss': 0.2352, 'grad_norm': 6.75, 'learning_rate': 2.793598847774953e-06, 'epoch': 1.31}
{'loss': 0.2483, 'grad_norm': 8.625, 'learning_rate': 2.721620307718793e-06, 'epoch': 1.32}
{'loss': 0.2329, 'grad_norm': 6.3125, 'learning_rate': 2.6502328181071085e-06, 'epoch': 1.33}
{'loss': 0.2361, 'grad_norm': 5.375, 'learning_rate': 2.579454898068914e-06, 'epoch': 1.34}
{'loss': 0.2557, 'grad_norm': 6.0625, 'learning_rate': 2.5093049086005085e-06, 'epoch': 1.35}
{'loss': 0.2282, 'grad_norm': 6.28125, 'learning_rate': 2.439801047802321e-06, 'epoch': 1.36}
{'loss': 0.2538, 'grad_norm': 6.40625, 'learning_rate': 2.370961346158013e-06, 'epoch': 1.37}
{'loss': 0.2583, 'grad_norm': 7.0, 'learning_rate': 2.3028036618570663e-06, 'epoch': 1.38}
{'loss': 0.2441, 'grad_norm': 5.09375, 'learning_rate': 2.2353456761620625e-06, 'epoch': 1.39}
{'loss': 0.226, 'grad_norm': 6.09375, 'learning_rate': 2.1686048888218636e-06, 'epoch': 1.4}
{'loss': 0.2274, 'grad_norm': 6.90625, 'learning_rate': 2.102598613531881e-06, 'epoch': 1.41}
{'loss': 0.2631, 'grad_norm': 6.625, 'learning_rate': 2.0373439734426058e-06, 'epoch': 1.42}
{'loss': 0.2426, 'grad_norm': 6.34375, 'learning_rate': 1.972857896717575e-06, 'epoch': 1.43}
{'loss': 0.2454, 'grad_norm': 4.90625, 'learning_rate': 1.9091571121419154e-06, 'epoch': 1.44}
{'loss': 0.2543, 'grad_norm': 5.40625, 'learning_rate': 1.846258144782615e-06, 'epoch': 1.45}
{'loss': 0.2292, 'grad_norm': 6.375, 'learning_rate': 1.784177311701638e-06, 'epoch': 1.46}
{'loss': 0.2497, 'grad_norm': 6.1875, 'learning_rate': 1.7229307177229953e-06, 'epoch': 1.47}
{'loss': 0.2492, 'grad_norm': 5.0625, 'learning_rate': 1.662534251254896e-06, 'epoch': 1.48}
{'loss': 0.2423, 'grad_norm': 6.84375, 'learning_rate': 1.603003580168006e-06, 'epoch': 1.49}
{'loss': 0.2607, 'grad_norm': 6.125, 'learning_rate': 1.5443541477309447e-06, 'epoch': 1.5}
{'loss': 0.2536, 'grad_norm': 6.84375, 'learning_rate': 1.4866011686040398e-06, 'epoch': 1.51}
{'loss': 0.2543, 'grad_norm': 5.625, 'learning_rate': 1.4297596248923756e-06, 'epoch': 1.52}
{'loss': 0.2564, 'grad_norm': 7.0625, 'learning_rate': 1.3738442622591962e-06, 'epoch': 1.53}
{'loss': 0.2399, 'grad_norm': 7.03125, 'learning_rate': 1.3188695861006156e-06, 'epoch': 1.54}
{'loss': 0.2453, 'grad_norm': 6.96875, 'learning_rate': 1.2648498577826778e-06, 'epoch': 1.55}
{'loss': 0.262, 'grad_norm': 8.25, 'learning_rate': 1.2117990909417154e-06, 'epoch': 1.56}
{'loss': 0.2466, 'grad_norm': 6.625, 'learning_rate': 1.1597310478489682e-06, 'epoch': 1.57}
{'loss': 0.2438, 'grad_norm': 5.78125, 'learning_rate': 1.1086592358404285e-06, 'epoch': 1.58}
{'loss': 0.2519, 'grad_norm': 5.34375, 'learning_rate': 1.0585969038127974e-06, 'epoch': 1.59}
{'loss': 0.2425, 'grad_norm': 5.90625, 'learning_rate': 1.0095570387864939e-06, 'epoch': 1.6}
{'loss': 0.2426, 'grad_norm': 5.03125, 'learning_rate': 9.615523625366164e-07, 'epoch': 1.61}
{'loss': 0.2494, 'grad_norm': 5.0, 'learning_rate': 9.145953282926761e-07, 'epoch': 1.62}
{'loss': 0.2455, 'grad_norm': 6.84375, 'learning_rate': 8.686981175080389e-07, 'epoch': 1.63}
{'loss': 0.2379, 'grad_norm': 6.90625, 'learning_rate': 8.238726366998335e-07, 'epoch': 1.64}
{'loss': 0.2394, 'grad_norm': 7.09375, 'learning_rate': 7.801305143602028e-07, 'epoch': 1.65}
{'loss': 0.2339, 'grad_norm': 5.59375, 'learning_rate': 7.374830979396824e-07, 'epoch': 1.66}
{'loss': 0.257, 'grad_norm': 6.375, 'learning_rate': 6.959414509034651e-07, 'epoch': 1.67}
{'loss': 0.2384, 'grad_norm': 6.34375, 'learning_rate': 6.555163498613654e-07, 'epoch': 1.68}
{'loss': 0.2448, 'grad_norm': 6.21875, 'learning_rate': 6.162182817721723e-07, 'epoch': 1.69}
{'loss': 0.247, 'grad_norm': 5.5625, 'learning_rate': 5.780574412231543e-07, 'epoch': 1.7}
{'loss': 0.2567, 'grad_norm': 6.0625, 'learning_rate': 5.410437277854208e-07, 'epoch': 1.71}
{'loss': 0.2516, 'grad_norm': 5.5, 'learning_rate': 5.051867434457902e-07, 'epoch': 1.72}
{'loss': 0.2584, 'grad_norm': 5.8125, 'learning_rate': 4.704957901158802e-07, 'epoch': 1.73}
{'loss': 0.2672, 'grad_norm': 6.9375, 'learning_rate': 4.369798672190367e-07, 'epoch': 1.74}
{'loss': 0.2425, 'grad_norm': 6.0625, 'learning_rate': 4.046476693557183e-07, 'epoch': 1.75}
{'loss': 0.2421, 'grad_norm': 5.78125, 'learning_rate': 3.735075840479824e-07, 'epoch': 1.76}
{'loss': 0.232, 'grad_norm': 7.78125, 'learning_rate': 3.435676895636081e-07, 'epoch': 1.77}
{'loss': 0.2236, 'grad_norm': 6.4375, 'learning_rate': 3.148357528204643e-07, 'epoch': 1.78}
{'loss': 0.2437, 'grad_norm': 7.46875, 'learning_rate': 2.873192273716369e-07, 'epoch': 1.79}
{'loss': 0.2627, 'grad_norm': 5.71875, 'learning_rate': 2.610252514718453e-07, 'epoch': 1.8}
{'loss': 0.2383, 'grad_norm': 6.15625, 'learning_rate': 2.359606462256675e-07, 'epoch': 1.81}
{'loss': 0.2491, 'grad_norm': 5.5625, 'learning_rate': 2.1213191381801835e-07, 'epoch': 1.82}
{'loss': 0.2452, 'grad_norm': 5.90625, 'learning_rate': 1.8954523582738027e-07, 'epoch': 1.83}
{'loss': 0.2337, 'grad_norm': 6.625, 'learning_rate': 1.6820647162219706e-07, 'epoch': 1.84}
{'loss': 0.26, 'grad_norm': 6.75, 'learning_rate': 1.4812115684084637e-07, 'epoch': 1.85}
{'loss': 0.2478, 'grad_norm': 6.53125, 'learning_rate': 1.2929450195560744e-07, 'epoch': 1.86}
{'loss': 0.2686, 'grad_norm': 6.09375, 'learning_rate': 1.1173139092097552e-07, 'epoch': 1.87}
{'loss': 0.2702, 'grad_norm': 7.65625, 'learning_rate': 9.54363799066782e-08, 'epoch': 1.88}
{'loss': 0.2662, 'grad_norm': 6.59375, 'learning_rate': 8.041369611573091e-08, 'epoch': 1.89}
{'loss': 0.2482, 'grad_norm': 5.96875, 'learning_rate': 6.666723668782405e-08, 'epoch': 1.9}
{'loss': 0.2492, 'grad_norm': 6.0625, 'learning_rate': 5.4200567688343364e-08, 'epoch': 1.91}
{'loss': 0.2503, 'grad_norm': 6.84375, 'learning_rate': 4.3016923183268885e-08, 'epoch': 1.92}
{'loss': 0.2393, 'grad_norm': 5.875, 'learning_rate': 3.311920440020544e-08, 'epoch': 1.93}
{'loss': 0.2468, 'grad_norm': 6.375, 'learning_rate': 2.4509978975751914e-08, 'epoch': 1.94}
{'loss': 0.2455, 'grad_norm': 6.46875, 'learning_rate': 1.7191480289415752e-08, 'epoch': 1.95}
{'loss': 0.244, 'grad_norm': 6.03125, 'learning_rate': 1.1165606884234182e-08, 'epoch': 1.96}
{'loss': 0.2421, 'grad_norm': 5.09375, 'learning_rate': 6.433921974260959e-09, 'epoch': 1.97}
{'loss': 0.2342, 'grad_norm': 9.1875, 'learning_rate': 2.997653039041315e-09, 'epoch': 1.98}
{'loss': 0.2388, 'grad_norm': 4.71875, 'learning_rate': 8.576915051838885e-10, 'epoch': 1.99}
{'loss': 0.2494, 'grad_norm': 6.28125, 'learning_rate': 1.4592515108491357e-11, 'epoch': 2.0}
{'train_runtime': 4295.7127, 'train_samples_per_second': 14.975, 'train_steps_per_second': 0.936, 'train_loss': 0.2943812562926144, 'epoch': 2.0}
saving final model...
final dir: ['added_tokens.json', 'config.json', 'generation_config.json', 'model-00001-of-00002.safetensors', 'model-00002-of-00002.safetensors', 'model.safetensors.index.json', 'preprocessor_config.json', 'processor_config.json', 'special_tokens_map.json', 'tokenizer.json', 'tokenizer.model', 'tokenizer_config.json', 'training_args.bin']
missing: [] weight shards: 2
DONE
=== [exp-08] training done Sat Sep  5 05:50:39 UTC 2026 ===
total 8437164
drwx------ 2 robtang_google_com robtang_google_com       4096 Sep  5 05:50 .
drwx------ 4 robtang_google_com robtang_google_com       4096 Sep  5 05:50 ..
-rw------- 1 robtang_google_com robtang_google_com         35 Sep  5 05:50 added_tokens.json
-rw------- 1 robtang_google_com robtang_google_com       2508 Sep  5 05:50 config.json
-rw------- 1 robtang_google_com robtang_google_com        142 Sep  5 05:50 generation_config.json
-rw------- 1 robtang_google_com robtang_google_com 4961251752 Sep  5 05:50 model-00001-of-00002.safetensors
-rw------- 1 robtang_google_com robtang_google_com 3639026128 Sep  5 05:50 model-00002-of-00002.safetensors
-rw------- 1 robtang_google_com robtang_google_com      90594 Sep  5 05:50 model.safetensors.index.json
-rw------- 1 robtang_google_com robtang_google_com        570 Sep  5 05:50 preprocessor_config.json
-rw------- 1 robtang_google_com robtang_google_com         70 Sep  5 05:50 processor_config.json
-rw------- 1 robtang_google_com robtang_google_com        662 Sep  5 05:50 special_tokens_map.json
-rw------- 1 robtang_google_com robtang_google_com   33384568 Sep  5 05:50 tokenizer.json
-rw------- 1 robtang_google_com robtang_google_com    4689074 Sep  5 05:50 tokenizer.model
-rw------- 1 robtang_google_com robtang_google_com    1155387 Sep  5 05:50 tokenizer_config.json
-rw------- 1 robtang_google_com robtang_google_com       5841 Sep  5 05:50 training_args.bin
=== [exp-08] eval start Sat Sep  5 05:50:39 UTC 2026 ===
[09/05/26 05:50:43] WARNING  Starting new server for                 vllm.py:119
                             /home/ben/task/ckpts/exp-08/final.                 
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[1;36m(APIServer pid=12434)[0;0m INFO:     127.0.0.1:40876 - "GET /v1/models HTTP/1.1" 200 OK
