[data] kept 149726, dropped 274 over 1536 (0.183%); len p50=375 p99=1212 max=1535; tokens=69.3M
[data] 11881 micro-batches, mean size 12.6, optim steps ~1485
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.25s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.14it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.07it/s]
[model] trainable 3.88B frozen 0.42B
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
{'loss': 0.5856, 'grad_norm': 3.3368642330169678, 'learning_rate': 2.0000000000000003e-06, 'epoch': 0.0067334399461324804}
{'loss': 0.317, 'grad_norm': 1.2898926734924316, 'learning_rate': 4.63514984143821e-06, 'epoch': 0.5386751956905984}
{'loss': 0.3296, 'grad_norm': 0.9590038657188416, 'learning_rate': 4.526528377895177e-06, 'epoch': 0.5454086356367309}
{'loss': 0.3152, 'grad_norm': 1.1534934043884277, 'learning_rate': 4.4181319485575005e-06, 'epoch': 0.5521420755828634}
{'loss': 0.3081, 'grad_norm': 1.0480269193649292, 'learning_rate': 4.310012072678288e-06, 'epoch': 0.5588755155289958}
{'loss': 0.3121, 'grad_norm': 0.9786684513092041, 'learning_rate': 4.202220138068796e-06, 'epoch': 0.5656089554751283}
{'loss': 0.3105, 'grad_norm': 0.9958009123802185, 'learning_rate': 4.094807376674545e-06, 'epoch': 0.5723423954212609}
{'loss': 0.33, 'grad_norm': 1.0445727109909058, 'learning_rate': 3.987824840225512e-06, 'epoch': 0.5790758353673933}
{'loss': 0.3296, 'grad_norm': 1.2691373825073242, 'learning_rate': 3.881323375971996e-06, 'epoch': 0.5858092753135258}
{'loss': 0.334, 'grad_norm': 1.1664456129074097, 'learning_rate': 3.7753536025176417e-06, 'epoch': 0.5925427152596583}
{'loss': 0.3026, 'grad_norm': 0.8786150813102722, 'learning_rate': 3.669965885761162e-06, 'epoch': 0.5992761552057908}
{'loss': 0.3159, 'grad_norm': 0.9635642170906067, 'learning_rate': 3.565210314958143e-06, 'epoch': 0.6060095951519232}
{'loss': 0.309, 'grad_norm': 1.0482655763626099, 'learning_rate': 3.4611366789143607e-06, 'epoch': 0.6127430350980557}
{'loss': 0.301, 'grad_norm': 1.127415657043457, 'learning_rate': 3.3577944423218723e-06, 'epoch': 0.6194764750441882}
{'loss': 0.3136, 'grad_norm': 1.2416131496429443, 'learning_rate': 3.255232722249169e-06, 'epoch': 0.6262099149903206}
{'loss': 0.315, 'grad_norm': 1.0456913709640503, 'learning_rate': 3.153500264796542e-06, 'epoch': 0.6329433549364532}
{'loss': 0.3101, 'grad_norm': 0.93836909532547, 'learning_rate': 3.052645421927769e-06, 'epoch': 0.6396767948825857}
{'loss': 0.3116, 'grad_norm': 1.0915576219558716, 'learning_rate': 2.9527161284891244e-06, 'epoch': 0.6464102348287181}
{'loss': 0.3133, 'grad_norm': 1.079441785812378, 'learning_rate': 2.853759879426644e-06, 'epoch': 0.6531436747748506}
{'loss': 0.2956, 'grad_norm': 0.9402704238891602, 'learning_rate': 2.7558237072124592e-06, 'epoch': 0.6598771147209831}
{'loss': 0.3198, 'grad_norm': 1.08294677734375, 'learning_rate': 2.658954159490954e-06, 'epoch': 0.6666105546671156}
{'loss': 0.295, 'grad_norm': 0.8164973258972168, 'learning_rate': 2.5631972769553305e-06, 'epoch': 0.673343994613248}
{'loss': 0.3002, 'grad_norm': 1.1427011489868164, 'learning_rate': 2.4685985714651418e-06, 'epoch': 0.6800774345593805}
{'loss': 0.295, 'grad_norm': 1.130367398262024, 'learning_rate': 2.3752030044151707e-06, 'epoch': 0.686810874505513}
{'loss': 0.2912, 'grad_norm': 1.1139259338378906, 'learning_rate': 2.2830549653659163e-06, 'epoch': 0.6935443144516454}
{'loss': 0.2869, 'grad_norm': 1.2032455205917358, 'learning_rate': 2.1921982509458844e-06, 'epoch': 0.700277754397778}
{'loss': 0.3011, 'grad_norm': 1.1384937763214111, 'learning_rate': 2.1026760440356907e-06, 'epoch': 0.7070111943439105}
{'loss': 0.3086, 'grad_norm': 0.9161280393600464, 'learning_rate': 2.014530893243853e-06, 'epoch': 0.713744634290043}
{'loss': 0.3119, 'grad_norm': 1.0514252185821533, 'learning_rate': 1.9278046926840567e-06, 'epoch': 0.7204780742361754}
{'loss': 0.2919, 'grad_norm': 1.1256532669067383, 'learning_rate': 1.8425386620634961e-06, 'epoch': 0.7272115141823079}
{'loss': 0.2976, 'grad_norm': 1.1288387775421143, 'learning_rate': 1.7587733270917346e-06, 'epoch': 0.7339449541284404}
{'loss': 0.302, 'grad_norm': 0.9237290024757385, 'learning_rate': 1.6765485002194253e-06, 'epoch': 0.7406783940745728}
{'loss': 0.2994, 'grad_norm': 1.1515082120895386, 'learning_rate': 1.5959032617160365e-06, 'epoch': 0.7474118340207053}
{'loss': 0.3108, 'grad_norm': 1.0440146923065186, 'learning_rate': 1.5168759410955541e-06, 'epoch': 0.7541452739668378}
{'loss': 0.2985, 'grad_norm': 1.0927797555923462, 'learning_rate': 1.439504098899025e-06, 'epoch': 0.7608787139129702}
{'loss': 0.2856, 'grad_norm': 1.0835528373718262, 'learning_rate': 1.363824508842579e-06, 'epoch': 0.7676121538591028}
{'loss': 0.2961, 'grad_norm': 0.9809594750404358, 'learning_rate': 1.289873140339406e-06, 'epoch': 0.7743455938052353}
{'loss': 0.2946, 'grad_norm': 1.188374400138855, 'learning_rate': 1.2176851414040203e-06, 'epoch': 0.7810790337513678}
{'loss': 0.2885, 'grad_norm': 0.9848170280456543, 'learning_rate': 1.1472948219469193e-06, 'epoch': 0.7878124736975002}
{'loss': 0.3008, 'grad_norm': 0.9970266222953796, 'learning_rate': 1.0787356374675744e-06, 'epoch': 0.7945459136436327}
{'loss': 0.3054, 'grad_norm': 1.1235103607177734, 'learning_rate': 1.0120401731535213e-06, 'epoch': 0.8012793535897652}
{'loss': 0.3129, 'grad_norm': 1.1344268321990967, 'learning_rate': 9.472401283930916e-07, 'epoch': 0.8080127935358976}
{'loss': 0.2923, 'grad_norm': 0.9844338893890381, 'learning_rate': 8.843663017091508e-07, 'epoch': 0.8147462334820301}
{'loss': 0.3023, 'grad_norm': 1.1722251176834106, 'learning_rate': 8.234485761210059e-07, 'epoch': 0.8214796734281626}
{'loss': 0.2898, 'grad_norm': 1.354568600654602, 'learning_rate': 7.645159049414452e-07, 'epoch': 0.828213113374295}
{'loss': 0.3003, 'grad_norm': 1.045298457145691, 'learning_rate': 7.075962980156387e-07, 'epoch': 0.8349465533204276}
{'loss': 0.2945, 'grad_norm': 1.173761010169983, 'learning_rate': 6.527168084084696e-07, 'epoch': 0.8416799932665601}
{'loss': 0.2931, 'grad_norm': 1.152867317199707, 'learning_rate': 5.999035195466074e-07, 'epoch': 0.8484134332126926}
{'loss': 0.2939, 'grad_norm': 1.0318584442138672, 'learning_rate': 5.49181532821425e-07, 'epoch': 0.855146873158825}
{'loss': 0.294, 'grad_norm': 1.1502315998077393, 'learning_rate': 5.005749556586764e-07, 'epoch': 0.8618803131049575}
{'loss': 0.293, 'grad_norm': 0.9906309247016907, 'learning_rate': 4.541068900605877e-07, 'epoch': 0.86861375305109}
{'loss': 0.2974, 'grad_norm': 0.9751196503639221, 'learning_rate': 4.0979942162580387e-07, 'epoch': 0.8753471929972224}
{'loss': 0.2919, 'grad_norm': 2.8114051818847656, 'learning_rate': 3.67673609052428e-07, 'epoch': 0.8820806329433549}
{'loss': 0.2952, 'grad_norm': 1.0782084465026855, 'learning_rate': 3.2774947412912817e-07, 'epoch': 0.8888140728894874}
{'loss': 0.293, 'grad_norm': 1.0011998414993286, 'learning_rate': 2.900459922190668e-07, 'epoch': 0.89554751283562}
{'loss': 0.2899, 'grad_norm': 0.8725156188011169, 'learning_rate': 2.545810832411877e-07, 'epoch': 0.9022809527817524}
{'loss': 0.2864, 'grad_norm': 1.0094658136367798, 'learning_rate': 2.2137160315314098e-07, 'epoch': 0.9090143927278849}
{'loss': 0.2873, 'grad_norm': 0.9020292162895203, 'learning_rate': 1.9043333593988467e-07, 'epoch': 0.9157478326740174}
{'loss': 0.2903, 'grad_norm': 1.1186186075210571, 'learning_rate': 1.6178098611178917e-07, 'epoch': 0.9224812726201498}
{'loss': 0.2881, 'grad_norm': 1.00202214717865, 'learning_rate': 1.354281717157968e-07, 'epoch': 0.9292147125662823}
{'loss': 0.3086, 'grad_norm': 1.2283505201339722, 'learning_rate': 1.113874178629576e-07, 'epoch': 0.9359481525124148}
{'loss': 0.3, 'grad_norm': 1.1639302968978882, 'learning_rate': 8.967015077542884e-08, 'epoch': 0.9426815924585472}
{'loss': 0.2873, 'grad_norm': 1.0289921760559082, 'learning_rate': 7.028669235575714e-08, 'epoch': 0.9494150324046797}
{'loss': 0.3037, 'grad_norm': 0.9507008790969849, 'learning_rate': 5.3246255281025896e-08, 'epoch': 0.9561484723508122}
{'loss': 0.3051, 'grad_norm': 0.9912424087524414, 'learning_rate': 3.85569386242024e-08, 'epoch': 0.9628819122969448}
{'loss': 0.2831, 'grad_norm': 1.0770645141601562, 'learning_rate': 2.6225724004770302e-08, 'epoch': 0.9696153522430772}
{'loss': 0.3034, 'grad_norm': 0.900356113910675, 'learning_rate': 1.6258472270461178e-08, 'epoch': 0.9763487921892097}
{'loss': 0.2985, 'grad_norm': 1.1197563409805298, 'learning_rate': 8.659920711682757e-09, 'epoch': 0.9830822321353422}
{'loss': 0.2902, 'grad_norm': 1.199625015258789, 'learning_rate': 3.433680809952211e-09, 'epoch': 0.9898156720814746}
{'loss': 0.3, 'grad_norm': 1.8248920440673828, 'learning_rate': 5.822365214097625e-10, 'epoch': 0.9965491120276071}
{'train_runtime': 9290.6753, 'train_samples_per_second': 16.116, 'train_steps_per_second': 0.16, 'train_loss': 0.3233281361142206, 'epoch': 1.0}
saved ckpts/exp-02/final
