trainable params: 3.880B | frozen: 0.420B
{'loss': 0.7227, 'grad_norm': 4.78125, 'learning_rate': 6.333333333333333e-06, 'epoch': 0.04}
{'loss': 0.2963, 'grad_norm': 4.6875, 'learning_rate': 1.0225780783651689e-06, 'epoch': 1.6}
{'loss': 0.2812, 'grad_norm': 4.0625, 'learning_rate': 8.347964602580245e-07, 'epoch': 1.64}
{'loss': 0.2887, 'grad_norm': 3.765625, 'learning_rate': 6.644851533071556e-07, 'epoch': 1.68}
{'loss': 0.3107, 'grad_norm': 4.6875, 'learning_rate': 5.123585023212785e-07, 'epoch': 1.72}
{'loss': 0.2827, 'grad_norm': 9.1875, 'learning_rate': 3.790545793423761e-07, 'epoch': 1.76}
{'loss': 0.2886, 'grad_norm': 4.46875, 'learning_rate': 2.65132507349814e-07, 'epoch': 1.8}
{'loss': 0.296, 'grad_norm': 3.90625, 'learning_rate': 1.7107011510424766e-07, 'epoch': 1.84}
{'loss': 0.2972, 'grad_norm': 4.15625, 'learning_rate': 9.726193296774767e-08, 'epoch': 1.88}
{'loss': 0.2837, 'grad_norm': 4.0625, 'learning_rate': 4.40175381063529e-08, 'epoch': 1.92}
{'loss': 0.2875, 'grad_norm': 4.3125, 'learning_rate': 1.156025601584676e-08, 'epoch': 1.96}
{'loss': 0.2957, 'grad_norm': 9.75, 'learning_rate': 2.622381702066523e-11, 'epoch': 2.0}
{'train_runtime': 7455.6955, 'train_samples_per_second': 4.285, 'train_steps_per_second': 0.134, 'train_loss': 0.339618980884552, 'epoch': 2.0}
rows truncated at max_seq_len=1600: 0
SAVED_OK /home/ben/task/ckpts/exp-08
