trainable params: 3.880B | frozen: 0.420B
{'loss': 0.786, 'grad_norm': 5.71875, 'learning_rate': 4.130434782608696e-06, 'epoch': 0.03}
{'loss': 0.3278, 'grad_norm': 5.125, 'learning_rate': 5.834126230880464e-06, 'epoch': 0.93}
{'loss': 0.2992, 'grad_norm': 3.46875, 'learning_rate': 5.621549304182019e-06, 'epoch': 0.96}
{'loss': 0.3092, 'grad_norm': 4.1875, 'learning_rate': 5.4078245576357806e-06, 'epoch': 0.98}
{'loss': 0.292, 'grad_norm': 3.8125, 'learning_rate': 5.193346678363749e-06, 'epoch': 1.01}
{'loss': 0.2544, 'grad_norm': 3.328125, 'learning_rate': 4.9785117443038876e-06, 'epoch': 1.03}
{'loss': 0.2469, 'grad_norm': 4.15625, 'learning_rate': 4.76371649276996e-06, 'epoch': 1.06}
{'loss': 0.2504, 'grad_norm': 4.46875, 'learning_rate': 4.5493575877937076e-06, 'epoch': 1.09}
{'loss': 0.2481, 'grad_norm': 3.546875, 'learning_rate': 4.335830887602351e-06, 'epoch': 1.11}
{'loss': 0.2529, 'grad_norm': 3.953125, 'learning_rate': 4.123530713584174e-06, 'epoch': 1.14}
{'loss': 0.2525, 'grad_norm': 4.0, 'learning_rate': 3.912849122092216e-06, 'epoch': 1.17}
{'loss': 0.2424, 'grad_norm': 4.78125, 'learning_rate': 3.7041751804307923e-06, 'epoch': 1.19}
{'loss': 0.2442, 'grad_norm': 4.90625, 'learning_rate': 3.4978942483619443e-06, 'epoch': 1.22}
{'loss': 0.2421, 'grad_norm': 3.484375, 'learning_rate': 3.2943872664586196e-06, 'epoch': 1.25}
{'loss': 0.2345, 'grad_norm': 4.75, 'learning_rate': 3.0940300526188085e-06, 'epoch': 1.27}
{'loss': 0.2518, 'grad_norm': 4.375, 'learning_rate': 2.897192608039753e-06, 'epoch': 1.3}
{'loss': 0.2255, 'grad_norm': 4.65625, 'learning_rate': 2.70423843393392e-06, 'epoch': 1.33}
{'loss': 0.2425, 'grad_norm': 4.0625, 'learning_rate': 2.515523860248529e-06, 'epoch': 1.35}
{'loss': 0.2459, 'grad_norm': 4.25, 'learning_rate': 2.3313973876283186e-06, 'epoch': 1.38}
{'loss': 0.2354, 'grad_norm': 3.8125, 'learning_rate': 2.152199043836743e-06, 'epoch': 1.41}
{'loss': 0.2367, 'grad_norm': 4.09375, 'learning_rate': 1.978259755824105e-06, 'epoch': 1.43}
{'loss': 0.2528, 'grad_norm': 4.5, 'learning_rate': 1.8099007386022287e-06, 'epoch': 1.46}
{'loss': 0.2593, 'grad_norm': 4.65625, 'learning_rate': 1.6474329020542478e-06, 'epoch': 1.49}
{'loss': 0.2577, 'grad_norm': 3.828125, 'learning_rate': 1.491156276774936e-06, 'epoch': 1.51}
{'loss': 0.2498, 'grad_norm': 4.15625, 'learning_rate': 1.3413594600019313e-06, 'epoch': 1.54}
{'loss': 0.2326, 'grad_norm': 3.828125, 'learning_rate': 1.1983190826610052e-06, 'epoch': 1.57}
{'loss': 0.24, 'grad_norm': 3.796875, 'learning_rate': 1.062299298509622e-06, 'epoch': 1.59}
{'loss': 0.2378, 'grad_norm': 4.09375, 'learning_rate': 9.335512963221732e-07, 'epoch': 1.62}
{'loss': 0.2433, 'grad_norm': 4.1875, 'learning_rate': 8.123128360177523e-07, 'epoch': 1.64}
{'loss': 0.2471, 'grad_norm': 4.21875, 'learning_rate': 6.98807809587092e-07, 'epoch': 1.67}
{'loss': 0.2593, 'grad_norm': 4.28125, 'learning_rate': 5.932458276295234e-07, 'epoch': 1.7}
{'loss': 0.2383, 'grad_norm': 4.3125, 'learning_rate': 4.958218322634717e-07, 'epoch': 1.72}
{'loss': 0.2521, 'grad_norm': 3.859375, 'learning_rate': 4.0671573712536106e-07, 'epoch': 1.75}
{'loss': 0.237, 'grad_norm': 4.53125, 'learning_rate': 3.2609209512172833e-07, 'epoch': 1.78}
{'loss': 0.2376, 'grad_norm': 3.859375, 'learning_rate': 2.540997945481133e-07, 'epoch': 1.8}
{'loss': 0.2415, 'grad_norm': 4.5625, 'learning_rate': 1.908717841359048e-07, 'epoch': 1.83}
{'loss': 0.2437, 'grad_norm': 4.03125, 'learning_rate': 1.3652482753490403e-07, 'epoch': 1.86}
{'loss': 0.2362, 'grad_norm': 3.921875, 'learning_rate': 9.115928768500037e-08, 'epoch': 1.88}
{'loss': 0.2397, 'grad_norm': 4.0625, 'learning_rate': 5.48589414751638e-08, 'epoch': 1.91}
{'loss': 0.2296, 'grad_norm': 4.3125, 'learning_rate': 2.7690825032022918e-08, 'epoch': 1.94}
{'loss': 0.2495, 'grad_norm': 4.28125, 'learning_rate': 9.705109923739963e-09, 'epoch': 1.96}
{'loss': 0.2429, 'grad_norm': 4.34375, 'learning_rate': 9.350105077909898e-10, 'epoch': 1.99}
{'train_runtime': 4486.0417, 'train_samples_per_second': 10.747, 'train_steps_per_second': 0.336, 'train_loss': 0.29018458067896513, 'epoch': 2.0}
rows truncated at max_seq_len=768: 0
SAVED_OK /home/ben/task/ckpts/exp-06
